CIPCODE,AWLEVEL,YEAR,Total Count,Description
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0199,5,2015,210,"Computer and Information Sciences, Other"
11.0199,5,2015,210,"Computer and Information Sciences, Other"
11.0401,5,2015,1907,Information Science/Studies
11.0899,5,2015,212,"Computer Software and Media Applications, Other"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
14.0801,5,2015,1635,"Civil Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2015,2199,Mechanical Engineering
11.0701,5,2015,4890,Computer Science
14.0901,5,2015,1663,"Computer Engineering, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0401,5,2015,1907,Information Science/Studies
14.0301,5,2015,249,Agricultural/Biological Engineering and Bioengineering
14.0501,5,2015,856,Biomedical/Medical Engineering
14.0601,5,2015,38,Ceramic Sciences and Engineering
14.0701,5,2015,1089,Chemical Engineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1401,5,2015,583,Environmental/Environmental Health Engineering
14.1801,5,2015,361,Materials Engineering
14.1901,5,2015,2199,Mechanical Engineering
14.3501,5,2015,671,Industrial Engineering
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
11.0199,5,2015,210,"Computer and Information Sciences, Other"
11.9999,5,2015,429,"Computer and Information Sciences and Support Services, Other"
11.9999,5,2015,429,"Computer and Information Sciences and Support Services, Other"
11.0701,5,2015,4890,Computer Science
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
14.3501,5,2015,671,Industrial Engineering
15.9999,5,2015,264,"Engineering Technologies/Technicians, Other"
11.0401,5,2015,1907,Information Science/Studies
11.0401,5,2015,1907,Information Science/Studies
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0199,5,2015,210,"Computer and Information Sciences, Other"
11.0201,5,2015,595,"Computer Programming/Programmer, General"
11.0201,5,2015,595,"Computer Programming/Programmer, General"
11.0299,5,2015,24,"Computer Programming, Other"
11.1003,5,2015,1163,Computer and Information Systems Security
11.1099,5,2015,238,"Computer/Info Tech Services Administration & Management, Other"
11.1099,5,2015,238,"Computer/Info Tech Services Administration & Management, Other"
11.0701,5,2015,4890,Computer Science
14.3501,5,2015,671,Industrial Engineering
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0103,5,2015,1659,Information Technology
11.0401,5,2015,1907,Information Science/Studies
14.0501,5,2015,856,Biomedical/Medical Engineering
14.0701,5,2015,1089,Chemical Engineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2015,2199,Mechanical Engineering
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0103,5,2015,1659,Information Technology
11.0401,5,2015,1907,Information Science/Studies
14.1301,5,2015,303,Engineering Science
11.0101,5,2015,5103,"Computer and Information Sciences, General"
14.0801,5,2015,1635,"Civil Engineering, General"
14.2301,5,2015,139,Nuclear Engineering
14.3501,5,2015,671,Industrial Engineering
15.0201,5,2015,197,Civil Engineering Technology/Technician
15.0303,5,2015,851,Electrical/Electronic/Communications Engr Technology/Technician
15.0805,5,2015,393,Mechanical Engineering/Mechanical Technology/Technician
15.1102,5,2015,148,Surveying Technology/Surveying
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0103,5,2015,1659,Information Technology
11.0401,5,2015,1907,Information Science/Studies
15.1501,5,2015,319,Engineering/Industrial Management
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
14.1201,5,2015,668,Engineering Physics
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0401,5,2015,1907,Information Science/Studies
11.0401,5,2015,1907,Information Science/Studies
11.0801,5,2015,606,"Web Page, Digital/Multimedia and Information Resources Design"
11.0803,5,2015,239,Computer Graphics
11.1002,5,2015,105,"System, Networking, and LAN/WAN Management/Manager"
11.1002,5,2015,105,"System, Networking, and LAN/WAN Management/Manager"
11.1003,5,2015,1163,Computer and Information Systems Security
11.0801,5,2015,606,"Web Page, Digital/Multimedia and Information Resources Design"
11.0801,5,2015,606,"Web Page, Digital/Multimedia and Information Resources Design"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0103,5,2015,1659,Information Technology
11.0103,5,2015,1659,Information Technology
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
11.9999,5,2015,429,"Computer and Information Sciences and Support Services, Other"
11.0103,5,2015,1659,Information Technology
11.0801,5,2015,606,"Web Page, Digital/Multimedia and Information Resources Design"
11.0901,5,2015,491,Computer Systems Networking and Telecommunications
11.1001,5,2015,202,System Administration/Administrator
11.1002,5,2015,105,"System, Networking, and LAN/WAN Management/Manager"
11.1003,5,2015,1163,Computer and Information Systems Security
11.0103,5,2015,1659,Information Technology
11.0901,5,2015,491,Computer Systems Networking and Telecommunications
11.1002,5,2015,105,"System, Networking, and LAN/WAN Management/Manager"
11.0103,5,2015,1659,Information Technology
11.0101,5,2015,5103,"Computer and Information Sciences, General"
14.0701,5,2015,1089,Chemical Engineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1401,5,2015,583,Environmental/Environmental Health Engineering
14.1901,5,2015,2199,Mechanical Engineering
14.2001,5,2015,82,Metallurgical Engineering
14.2101,5,2015,102,Mining and Mineral Engineering
14.3501,5,2015,671,Industrial Engineering
14.3901,5,2015,99,Geological/Geophysical Engineering
11.0101,5,2015,5103,"Computer and Information Sciences, General"
14.0301,5,2015,249,Agricultural/Biological Engineering and Bioengineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.0903,5,2015,368,Computer Software Engineering
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1201,5,2015,668,Engineering Physics
14.1901,5,2015,2199,Mechanical Engineering
15.0303,5,2015,851,Electrical/Electronic/Communications Engr Technology/Technician
15.1001,5,2015,342,Construction Engineering Technology/Technician
15.1501,5,2015,319,Engineering/Industrial Management
11.0701,5,2015,4890,Computer Science
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.1099,5,2015,238,"Computer/Info Tech Services Administration & Management, Other"
11.1099,5,2015,238,"Computer/Info Tech Services Administration & Management, Other"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
15.0,5,2015,321,"Engineering Technology, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0801,5,2015,606,"Web Page, Digital/Multimedia and Information Resources Design"
11.0701,5,2015,4890,Computer Science
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0701,5,2015,4890,Computer Science
14.9999,5,2015,439,"Engineering, Other"
14.9999,5,2015,439,"Engineering, Other"
11.0401,5,2015,1907,Information Science/Studies
11.0701,5,2015,4890,Computer Science
14.0101,5,2015,1013,"Engineering, General"
14.0701,5,2015,1089,Chemical Engineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1201,5,2015,668,Engineering Physics
14.1901,5,2015,2199,Mechanical Engineering
15.1501,5,2015,319,Engineering/Industrial Management
15.1501,5,2015,319,Engineering/Industrial Management
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0103,5,2015,1659,Information Technology
11.0103,5,2015,1659,Information Technology
11.0701,5,2015,4890,Computer Science
11.0801,5,2015,606,"Web Page, Digital/Multimedia and Information Resources Design"
11.1003,5,2015,1163,Computer and Information Systems Security
14.0801,5,2015,1635,"Civil Engineering, General"
14.0903,5,2015,368,Computer Software Engineering
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2015,2199,Mechanical Engineering
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
15.0,5,2015,321,"Engineering Technology, General"
15.0,5,2015,321,"Engineering Technology, General"
15.1102,5,2015,148,Surveying Technology/Surveying
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0103,5,2015,1659,Information Technology
11.0103,5,2015,1659,Information Technology
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0701,5,2015,4890,Computer Science
11.1099,5,2015,238,"Computer/Info Tech Services Administration & Management, Other"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.1001,5,2015,202,System Administration/Administrator
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0199,5,2015,210,"Computer and Information Sciences, Other"
11.0199,5,2015,210,"Computer and Information Sciences, Other"
14.0101,5,2015,1013,"Engineering, General"
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
14.0501,5,2015,856,Biomedical/Medical Engineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2015,2199,Mechanical Engineering
15.0,5,2015,321,"Engineering Technology, General"
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
15.0,5,2015,321,"Engineering Technology, General"
15.0303,5,2015,851,Electrical/Electronic/Communications Engr Technology/Technician
15.1501,5,2015,319,Engineering/Industrial Management
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
11.0201,5,2015,595,"Computer Programming/Programmer, General"
11.0701,5,2015,4890,Computer Science
11.9999,5,2015,429,"Computer and Information Sciences and Support Services, Other"
15.1303,5,2015,9,Architectural Drafting and Architectural CAD/CADD
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
14.0101,5,2015,1013,"Engineering, General"
14.0701,5,2015,1089,Chemical Engineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2015,2199,Mechanical Engineering
15.1501,5,2015,319,Engineering/Industrial Management
15.1501,5,2015,319,Engineering/Industrial Management
11.0701,5,2015,4890,Computer Science
14.0201,5,2015,468,"Aerospace, Aeronautical and Astronautical Engineering"
14.0301,5,2015,249,Agricultural/Biological Engineering and Bioengineering
14.0501,5,2015,856,Biomedical/Medical Engineering
14.0701,5,2015,1089,Chemical Engineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1201,5,2015,668,Engineering Physics
14.1301,5,2015,303,Engineering Science
14.1801,5,2015,361,Materials Engineering
14.1901,5,2015,2199,Mechanical Engineering
14.2301,5,2015,139,Nuclear Engineering
14.3501,5,2015,671,Industrial Engineering
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
14.0101,5,2015,1013,"Engineering, General"
11.0201,5,2015,595,"Computer Programming/Programmer, General"
11.1003,5,2015,1163,Computer and Information Systems Security
15.0303,5,2015,851,Electrical/Electronic/Communications Engr Technology/Technician
11.0701,5,2015,4890,Computer Science
14.0401,5,2015,148,Architectural Engineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2015,2199,Mechanical Engineering
15.0801,5,2015,64,Aeronautical/Aerospace Engineering Technology/Technician
11.0701,5,2015,4890,Computer Science
11.0801,5,2015,606,"Web Page, Digital/Multimedia and Information Resources Design"
14.0701,5,2015,1089,Chemical Engineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2015,2199,Mechanical Engineering
15.0,5,2015,321,"Engineering Technology, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0103,5,2015,1659,Information Technology
11.0801,5,2015,606,"Web Page, Digital/Multimedia and Information Resources Design"
11.1004,5,2015,160,Web/Multimedia Management and Webmaster
14.1201,5,2015,668,Engineering Physics
11.0103,5,2015,1659,Information Technology
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
11.0801,5,2015,606,"Web Page, Digital/Multimedia and Information Resources Design"
11.1004,5,2015,160,Web/Multimedia Management and Webmaster
11.1004,5,2015,160,Web/Multimedia Management and Webmaster
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2015,2199,Mechanical Engineering
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
14.0501,5,2015,856,Biomedical/Medical Engineering
14.0501,5,2015,856,Biomedical/Medical Engineering
14.0701,5,2015,1089,Chemical Engineering
14.0701,5,2015,1089,Chemical Engineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.0801,5,2015,1635,"Civil Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1301,5,2015,303,Engineering Science
14.1301,5,2015,303,Engineering Science
14.1901,5,2015,2199,Mechanical Engineering
14.1901,5,2015,2199,Mechanical Engineering
11.0103,5,2015,1659,Information Technology
11.0701,5,2015,4890,Computer Science
14.1201,5,2015,668,Engineering Physics
14.1301,5,2015,303,Engineering Science
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0801,5,2015,606,"Web Page, Digital/Multimedia and Information Resources Design"
11.0803,5,2015,239,Computer Graphics
15.1302,5,2015,48,CAD/CADD Drafting and/or Design Technology/Technician
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
11.0103,5,2015,1659,Information Technology
11.0103,5,2015,1659,Information Technology
11.0701,5,2015,4890,Computer Science
14.0101,5,2015,1013,"Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2015,2199,Mechanical Engineering
11.0701,5,2015,4890,Computer Science
11.0101,5,2015,5103,"Computer and Information Sciences, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2015,2199,Mechanical Engineering
15.0303,5,2015,851,Electrical/Electronic/Communications Engr Technology/Technician
15.0805,5,2015,393,Mechanical Engineering/Mechanical Technology/Technician
15.1102,5,2015,148,Surveying Technology/Surveying
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
11.0901,5,2015,491,Computer Systems Networking and Telecommunications
11.0101,5,2015,5103,"Computer and Information Sciences, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0401,5,2015,1907,Information Science/Studies
11.0401,5,2015,1907,Information Science/Studies
14.3301,5,2015,117,Construction Engineering
14.3501,5,2015,671,Industrial Engineering
11.0801,5,2015,606,"Web Page, Digital/Multimedia and Information Resources Design"
11.0803,5,2015,239,Computer Graphics
11.1002,5,2015,105,"System, Networking, and LAN/WAN Management/Manager"
11.0201,5,2015,595,"Computer Programming/Programmer, General"
11.0201,5,2015,595,"Computer Programming/Programmer, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0701,5,2015,4890,Computer Science
14.0901,5,2015,1663,"Computer Engineering, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
15.0201,5,2015,197,Civil Engineering Technology/Technician
15.1201,5,2015,295,Computer Engineering Technology/Technician
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0401,5,2015,1907,Information Science/Studies
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0401,5,2015,1907,Information Science/Studies
11.0501,5,2015,408,Computer Systems Analysis/Analyst
11.0803,5,2015,239,Computer Graphics
14.0501,5,2015,856,Biomedical/Medical Engineering
14.0701,5,2015,1089,Chemical Engineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2015,2199,Mechanical Engineering
14.2501,5,2015,137,Petroleum Engineering
14.3501,5,2015,671,Industrial Engineering
15.0303,5,2015,851,Electrical/Electronic/Communications Engr Technology/Technician
15.0805,5,2015,393,Mechanical Engineering/Mechanical Technology/Technician
15.1001,5,2015,342,Construction Engineering Technology/Technician
15.1201,5,2015,295,Computer Engineering Technology/Technician
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0701,5,2015,4890,Computer Science
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
11.0101,5,2015,5103,"Computer and Information Sciences, General"
14.0101,5,2015,1013,"Engineering, General"
15.1501,5,2015,319,Engineering/Industrial Management
11.0201,5,2015,595,"Computer Programming/Programmer, General"
11.1003,5,2015,1163,Computer and Information Systems Security
15.0303,5,2015,851,Electrical/Electronic/Communications Engr Technology/Technician
15.0399,5,2015,262,"Electrical/Electronic Engineering Technologies/Technicians, Other"
11.0201,5,2015,595,"Computer Programming/Programmer, General"
11.1003,5,2015,1163,Computer and Information Systems Security
15.0399,5,2015,262,"Electrical/Electronic Engineering Technologies/Technicians, Other"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
14.0701,5,2015,1089,Chemical Engineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.0801,5,2015,1635,"Civil Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2015,2199,Mechanical Engineering
14.3301,5,2015,117,Construction Engineering
14.3501,5,2015,671,Industrial Engineering
14.2701,5,2015,157,Systems Engineering
11.0401,5,2015,1907,Information Science/Studies
11.0701,5,2015,4890,Computer Science
11.0899,5,2015,212,"Computer Software and Media Applications, Other"
11.0899,5,2015,212,"Computer Software and Media Applications, Other"
11.1003,5,2015,1163,Computer and Information Systems Security
11.1003,5,2015,1163,Computer and Information Systems Security
14.0501,5,2015,856,Biomedical/Medical Engineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.0801,5,2015,1635,"Civil Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1201,5,2015,668,Engineering Physics
14.1201,5,2015,668,Engineering Physics
14.1901,5,2015,2199,Mechanical Engineering
14.1901,5,2015,2199,Mechanical Engineering
14.2001,5,2015,82,Metallurgical Engineering
14.2001,5,2015,82,Metallurgical Engineering
14.9999,5,2015,439,"Engineering, Other"
15.0303,5,2015,851,Electrical/Electronic/Communications Engr Technology/Technician
15.0399,5,2015,262,"Electrical/Electronic Engineering Technologies/Technicians, Other"
15.0399,5,2015,262,"Electrical/Electronic Engineering Technologies/Technicians, Other"
15.0801,5,2015,64,Aeronautical/Aerospace Engineering Technology/Technician
15.0801,5,2015,64,Aeronautical/Aerospace Engineering Technology/Technician
15.0805,5,2015,393,Mechanical Engineering/Mechanical Technology/Technician
15.0899,5,2015,96,"Mechanical Engineering Related Technologies/Technicians, Other"
15.1201,5,2015,295,Computer Engineering Technology/Technician
15.1301,5,2015,55,"Drafting and Design Technology/Technician, General"
15.1301,5,2015,55,"Drafting and Design Technology/Technician, General"
15.1501,5,2015,319,Engineering/Industrial Management
15.9999,5,2015,264,"Engineering Technologies/Technicians, Other"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
14.0101,5,2015,1013,"Engineering, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0701,5,2015,4890,Computer Science
11.0803,5,2015,239,Computer Graphics
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0103,5,2015,1659,Information Technology
11.0101,5,2015,5103,"Computer and Information Sciences, General"
14.1901,5,2015,2199,Mechanical Engineering
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0103,5,2015,1659,Information Technology
11.0401,5,2015,1907,Information Science/Studies
14.0501,5,2015,856,Biomedical/Medical Engineering
14.0901,5,2015,1663,"Computer Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1201,5,2015,668,Engineering Physics
14.1801,5,2015,361,Materials Engineering
14.1901,5,2015,2199,Mechanical Engineering
15.0303,5,2015,851,Electrical/Electronic/Communications Engr Technology/Technician
15.0805,5,2015,393,Mechanical Engineering/Mechanical Technology/Technician
15.1001,5,2015,342,Construction Engineering Technology/Technician
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0701,5,2015,4890,Computer Science
14.0801,5,2015,1635,"Civil Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2015,2199,Mechanical Engineering
14.3501,5,2015,671,Industrial Engineering
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0401,5,2015,1907,Information Science/Studies
14.1201,5,2015,668,Engineering Physics
15.0,5,2015,321,"Engineering Technology, General"
11.0701,5,2015,4890,Computer Science
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
14.0701,5,2015,1089,Chemical Engineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2015,2199,Mechanical Engineering
15.0303,5,2015,851,Electrical/Electronic/Communications Engr Technology/Technician
15.1001,5,2015,342,Construction Engineering Technology/Technician
15.1001,5,2015,342,Construction Engineering Technology/Technician
15.1201,5,2015,295,Computer Engineering Technology/Technician
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
14.0501,5,2015,856,Biomedical/Medical Engineering
14.0501,5,2015,856,Biomedical/Medical Engineering
14.0701,5,2015,1089,Chemical Engineering
14.0701,5,2015,1089,Chemical Engineering
14.0801,5,2015,1635,"Civil Engineering, General"
14.0801,5,2015,1635,"Civil Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1401,5,2015,583,Environmental/Environmental Health Engineering
14.1401,5,2015,583,Environmental/Environmental Health Engineering
14.1801,5,2015,361,Materials Engineering
14.1801,5,2015,361,Materials Engineering
14.1901,5,2015,2199,Mechanical Engineering
14.1901,5,2015,2199,Mechanical Engineering
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0701,5,2015,4890,Computer Science
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
15.1001,5,2015,342,Construction Engineering Technology/Technician
15.1201,5,2015,295,Computer Engineering Technology/Technician
15.1301,5,2015,55,"Drafting and Design Technology/Technician, General"
14.0101,5,2015,1013,"Engineering, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0103,5,2015,1659,Information Technology
11.0701,5,2015,4890,Computer Science
14.0901,5,2015,1663,"Computer Engineering, General"
14.0903,5,2015,368,Computer Software Engineering
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1301,5,2015,303,Engineering Science
14.3501,5,2015,671,Industrial Engineering
15.1501,5,2015,319,Engineering/Industrial Management
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
14.0101,5,2015,1013,"Engineering, General"
14.0101,5,2015,1013,"Engineering, General"
14.0801,5,2015,1635,"Civil Engineering, General"
14.0801,5,2015,1635,"Civil Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.0901,5,2015,1663,"Computer Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1401,5,2015,583,Environmental/Environmental Health Engineering
14.1401,5,2015,583,Environmental/Environmental Health Engineering
14.1901,5,2015,2199,Mechanical Engineering
14.1901,5,2015,2199,Mechanical Engineering
14.3701,5,2015,95,Operations Research
14.3701,5,2015,95,Operations Research
15.1501,5,2015,319,Engineering/Industrial Management
15.1501,5,2015,319,Engineering/Industrial Management
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0103,5,2015,1659,Information Technology
14.1201,5,2015,668,Engineering Physics
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0701,5,2015,4890,Computer Science
11.0701,5,2015,4890,Computer Science
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.3501,5,2015,671,Industrial Engineering
14.3601,5,2015,199,Manufacturing Engineering
14.3601,5,2015,199,Manufacturing Engineering
15.0,5,2015,321,"Engineering Technology, General"
15.1001,5,2015,342,Construction Engineering Technology/Technician
11.0701,5,2015,4890,Computer Science
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0101,5,2015,5103,"Computer and Information Sciences, General"
11.0103,5,2015,1659,Information Technology
11.0701,5,2015,4890,Computer Science
14.0101,5,2015,1013,"Engineering, General"
14.0801,5,2015,1635,"Civil Engineering, General"
14.1001,5,2015,2357,"Electrical, Electronics and Communications Engineering"
14.1101,5,2015,59,Engineering Mechanics
14.1201,5,2015,668,Engineering Physics
14.1401,5,2015,583,Environmental/Environmental Health Engineering
15.0,5,2015,321,"Engineering Technology, General"
15.0805,5,2015,393,Mechanical Engineering/Mechanical Technology/Technician
15.1001,5,2015,342,Construction Engineering Technology/Technician
