CIPCODE,AWLEVEL,YEAR
45.0101,5,2000
45.0201,5,2000
45.0801,5,2000
45.1001,5,2000
45.1101,5,2000
45.9999,5,2000
50.0101,5,2000
50.0301,5,2000
50.0702,5,2000
50.0703,5,2000
50.0901,5,2000
51.0706,5,2000
51.0807,5,2000
51.0905,5,2000
51.0907,5,2000
51.0908,5,2000
51.1002,5,2000
51.1005,5,2000
51.1399,5,2000
51.1601,5,2000
51.2306,5,2000
51.9999,5,2000
52.0201,5,2000
52.0299,5,2000
52.0301,5,2000
52.0601,5,2000
52.0801,5,2000
52.1401,5,2000
99.0,5,2000
19.0503,6,2000
99.0,6,2000
11.0101,7,2000
13.0401,7,2000
13.1001,7,2000
13.1101,7,2000
13.1202,7,2000
13.1204,7,2000
13.1205,7,2000
13.1302,7,2000
13.1307,7,2000
13.1314,7,2000
14.0501,7,2000
14.0801,7,2000
14.1001,7,2000
14.1801,7,2000
14.1901,7,2000
23.0101,7,2000
26.0101,7,2000
26.0609,7,2000
26.0615,7,2000
27.0101,7,2000
40.0501,7,2000
40.0801,7,2000
42.0101,7,2000
42.1701,7,2000
43.0106,7,2000
43.0199,7,2000
44.0401,7,2000
45.0801,7,2000
45.1101,7,2000
50.0703,7,2000
51.0501,7,2000
51.0701,7,2000
51.0799,7,2000
51.1005,7,2000
51.1399,7,2000
51.1601,7,2000
51.1604,7,2000
51.2201,7,2000
51.2306,7,2000
51.2308,7,2000
51.9999,7,2000
52.0201,7,2000
52.0301,7,2000
99.0,7,2000
13.0101,8,2000
13.0401,8,2000
99.0,8,2000
11.0101,9,2000
13.0401,9,2000
13.1204,9,2000
14.0501,9,2000
14.1401,9,2000
14.1801,9,2000
26.0101,9,2000
26.0202,9,2000
26.0203,9,2000
26.0401,9,2000
26.0501,9,2000
26.0608,9,2000
26.0609,9,2000
26.0615,9,2000
26.0704,9,2000
26.0705,9,2000
26.0706,9,2000
27.0301,9,2000
30.9999,9,2000
31.0599,9,2000
40.0501,9,2000
40.0801,9,2000
42.0101,9,2000
45.1101,9,2000
51.0701,9,2000
51.1306,9,2000
51.1399,9,2000
51.1601,9,2000
51.2201,9,2000
51.2202,9,2000
51.2203,9,2000
99.0,9,2000
51.0401,10,2000
51.1201,10,2000
51.1701,10,2000
99.0,10,2000
39.0201,2,2000
99.0,2,2000
39.0201,5,2000
99.0,5,2000
39.0201,7,2000
39.0701,7,2000
99.0,7,2000
39.0699,9,2000
99.0,9,2000
39.0602,10,2000
99.0,10,2000
5.011,5,2000
11.0101,5,2000
13.1202,5,2000
13.1311,5,2000
13.1312,5,2000
14.0701,5,2000
14.0801,5,2000
14.0901,5,2000
14.1001,5,2000
14.1701,5,2000
14.1901,5,2000
14.9999,5,2000
16.0501,5,2000
16.0901,5,2000
16.0905,5,2000
16.9999,5,2000
23.0101,5,2000
23.1001,5,2000
26.0101,5,2000
27.0101,5,2000
38.0101,5,2000
40.0501,5,2000
40.0801,5,2000
40.0807,5,2000
42.0101,5,2000
45.0801,5,2000
45.1001,5,2000
45.1101,5,2000
50.0701,5,2000
50.0901,5,2000
51.1601,5,2000
52.0201,5,2000
52.0202,5,2000
52.0301,5,2000
52.0601,5,2000
52.0801,5,2000
52.1201,5,2000
52.1401,5,2000
99.0,5,2000
30.9999,6,2000
52.0301,6,2000
99.0,6,2000
11.0101,7,2000
14.0101,7,2000
14.9999,7,2000
11.0701,3,2000
12.0501,3,2000
12.0503,3,2000
15.0301,3,2000
15.0303,3,2000
15.0402,3,2000
15.0507,3,2000
15.0699,3,2000
15.0805,3,2000
20.0202,3,2000
20.0401,3,2000
20.0404,3,2000
22.0103,3,2000
24.0101,3,2000
43.0107,3,2000
43.0201,3,2000
47.0201,3,2000
47.0303,3,2000
48.0102,3,2000
48.0105,3,2000
48.0501,3,2000
48.0503,3,2000
50.0402,3,2000
51.0602,3,2000
51.1502,3,2000
51.1601,3,2000
52.0201,3,2000
52.0302,3,2000
52.0402,3,2000
52.0403,3,2000
52.0404,3,2000
52.0499,3,2000
52.0803,3,2000
52.0902,3,2000
52.0903,3,2000
52.9999,3,2000
99.0,3,2000
11.0401,3,2000
24.0101,3,2000
51.0907,3,2000
52.0201,3,2000
99.0,3,2000
3.0102,5,2000
9.0101,5,2000
11.0101,5,2000
11.0401,5,2000
13.0101,5,2000
13.1316,5,2000
14.0101,5,2000
14.0701,5,2000
14.0801,5,2000
14.1001,5,2000
14.1701,5,2000
14.1901,5,2000
16.0101,5,2000
23.0101,5,2000
24.0101,5,2000
24.0103,5,2000
26.0101,5,2000
27.0101,5,2000
30.9999,5,2000
40.0501,5,2000
40.0801,5,2000
42.0101,5,2000
43.0103,5,2000
44.0701,5,2000
45.0801,5,2000
45.1001,5,2000
45.1101,5,2000
51.1601,5,2000
51.9999,5,2000
52.0101,5,2000
52.0201,5,2000
52.0204,5,2000
52.0205,5,2000
52.0301,5,2000
52.0601,5,2000
52.0901,5,2000
99.0,5,2000
13.0101,7,2000
13.1001,7,2000
14.0701,7,2000
14.0901,7,2000
14.1001,7,2000
14.1901,7,2000
24.0101,7,2000
30.9999,7,2000
42.0201,7,2000
43.0103,7,2000
44.0401,7,2000
44.0701,7,2000
51.0702,7,2000
51.1605,7,2000
51.1611,7,2000
51.1699,7,2000
51.2308,7,2000
52.0201,7,2000
52.0301,7,2000
52.0804,7,2000
52.1001,7,2000
52.1601,7,2000
99.0,7,2000
13.0101,9,2000
42.0201,9,2000
51.1699,9,2000
99.0,9,2000
9.0101,5,2000
11.0101,5,2000
11.0401,5,2000
13.1202,5,2000
14.1001,5,2000
14.1401,5,2000
14.1801,5,2000
14.1901,5,2000
16.0901,5,2000
16.0905,5,2000
23.0101,5,2000
26.0101,5,2000
26.0202,5,2000
27.0101,5,2000
30.9999,5,2000
38.0101,5,2000
40.0501,5,2000
40.0703,5,2000
40.0801,5,2000
42.0101,5,2000
45.0601,5,2000
45.0801,5,2000
45.0901,5,2000
45.1001,5,2000
45.1101,5,2000
50.0501,5,2000
50.0701,5,2000
50.0702,5,2000
50.0903,5,2000
51.1005,5,2000
51.1601,5,2000
52.0201,5,2000
52.0301,5,2000
99.0,5,2000
13.0405,7,2000
13.1328,7,2000
13.1399,7,2000
13.9999,7,2000
14.1001,7,2000
27.0101,7,2000
51.0702,7,2000
51.1601,7,2000
52.0201,7,2000
99.0,7,2000
51.2001,10,2000
99.0,10,2000
52.0402,2,2000
99.0,2,2000
52.0201,3,2000
52.0402,3,2000
52.0403,3,2000
52.0404,3,2000
99.0,3,2000
9.0403,3,2000
22.0199,3,2000
51.0808,3,2000
52.0201,3,2000
52.0301,3,2000
52.1201,3,2000
99.0,3,2000
2.0299,5,2000
3.0102,5,2000
9.0403,5,2000
13.1202,5,2000
16.0101,5,2000
22.0199,5,2000
23.0101,5,2000
26.0101,5,2000
26.0699,5,2000
27.0101,5,2000
30.9999,5,2000
38.9999,5,2000
40.0501,5,2000
45.0101,5,2000
50.0701,5,2000
52.0201,5,2000
52.0301,5,2000
99.0,5,2000
39.0606,5,2000
99.0,5,2000
39.0601,7,2000
99.0,7,2000
39.0603,10,2000
99.0,10,2000
51.0908,2,2000
99.0,2,2000
11.0201,3,2000
24.0102,3,2000
38.0101,3,2000
43.0107,3,2000
50.0901,3,2000
51.0908,3,2000
52.0201,3,2000
99.0,3,2000
11.0101,5,2000
13.1202,5,2000
13.1205,5,2000
13.1311,5,2000
13.1316,5,2000
13.1318,5,2000
14.1901,5,2000
16.0905,5,2000
23.0101,5,2000
23.1001,5,2000
26.0101,5,2000
27.0101,5,2000
30.9999,5,2000
31.0101,5,2000
40.0501,5,2000
40.0703,5,2000
42.0101,5,2000
43.0102,5,2000
43.0107,5,2000
43.0109,5,2000
45.0101,5,2000
45.0801,5,2000
45.0901,5,2000
45.1001,5,2000
45.1101,5,2000
50.0402,5,2000
50.0799,5,2000
50.0901,5,2000
51.0706,5,2000
51.0905,5,2000
51.0908,5,2000
51.1005,5,2000
51.1601,5,2000
52.0201,5,2000
52.0301,5,2000
52.0801,5,2000
52.1401,5,2000
52.9999,5,2000
99.0,5,2000
52.0201,7,2000
99.0,7,2000
8.1105,1,2000
11.9999,1,2000
12.0501,1,2000
15.0405,1,2000
15.0501,1,2000
47.0611,1,2000
52.0201,1,2000
99.0,1,2000
11.0501,3,2000
12.0503,3,2000
15.0303,3,2000
15.0399,3,2000
48.0101,3,2000
48.0102,3,2000
48.0105,3,2000
52.0101,3,2000
52.0301,3,2000
52.0302,3,2000
52.0401,3,2000
52.0901,3,2000
52.1401,3,2000
99.0,3,2000
51.0601,1,2000
51.0706,1,2000
52.0408,1,2000
99.0,1,2000
12.0501,2,2000
99.0,2,2000
11.9999,3,2000
12.0503,3,2000
51.0801,3,2000
52.0201,3,2000
52.0399,3,2000
52.0401,3,2000
52.0403,3,2000
52.0404,3,2000
52.0901,3,2000
99.0,3,2000
12.0406,1,2000
12.0499,1,2000
99.0,1,2000
12.0403,2,2000
12.0406,2,2000
99.0,2,2000
3.0102,5,2000
4.0201,5,2000
5.0102,5,2000
5.0104,5,2000
5.0107,5,2000
5.011,5,2000
5.0112,5,2000
5.0199,5,2000
5.0201,5,2000
5.0205,5,2000
5.0207,5,2000
5.0299,5,2000
11.0101,5,2000
13.0101,5,2000
14.0101,5,2000
14.0501,5,2000
14.1201,5,2000
14.9999,5,2000
16.0102,5,2000
16.0402,5,2000
16.0403,5,2000
16.0501,5,2000
16.0901,5,2000
16.0902,5,2000
16.0904,5,2000
16.0905,5,2000
16.1201,5,2000
16.1202,5,2000
16.1203,5,2000
16.9999,5,2000
23.0101,5,2000
23.0301,5,2000
23.9999,5,2000
26.0101,5,2000
26.0202,5,2000
26.0203,5,2000
26.0607,5,2000
26.0608,5,2000
26.9999,5,2000
27.0101,5,2000
27.0301,5,2000
27.0399,5,2000
27.0501,5,2000
30.0801,5,2000
30.1301,5,2000
30.9999,5,2000
38.0101,5,2000
38.0201,5,2000
38.9999,5,2000
40.0501,5,2000
40.0601,5,2000
40.0602,5,2000
40.0603,5,2000
40.0699,5,2000
40.0801,5,2000
40.081,5,2000
40.0899,5,2000
42.0101,5,2000
42.0301,5,2000
16.0901,5,2000
16.0905,5,2000
16.1201,5,2000
23.0101,5,2000
24.0101,5,2000
26.0101,5,2000
27.0101,5,2000
30.9999,5,2000
38.0101,5,2000
38.0201,5,2000
40.0101,5,2000
40.0201,5,2000
40.0501,5,2000
40.0801,5,2000
42.0101,5,2000
44.9999,5,2000
45.0601,5,2000
45.0701,5,2000
45.0801,5,2000
45.1001,5,2000
45.1101,5,2000
50.0701,5,2000
51.1601,5,2000
52.0201,5,2000
52.0301,5,2000
52.0601,5,2000
52.0801,5,2000
52.1401,5,2000
52.9999,5,2000
99.0,5,2000
11.0101,7,2000
13.0405,7,2000
13.1101,7,2000
13.1202,7,2000
13.1205,7,2000
13.1311,7,2000
14.0701,7,2000
14.0801,7,2000
14.0901,7,2000
14.1001,7,2000
14.1401,7,2000
14.1901,7,2000
16.0905,7,2000
16.1201,7,2000
23.0101,7,2000
24.0101,7,2000
26.0101,7,2000
27.0101,7,2000
27.0501,7,2000
38.0101,7,2000
38.0201,7,2000
40.0501,7,2000
42.0101,7,2000
43.0103,7,2000
44.0401,7,2000
44.9999,7,2000
45.0801,7,2000
45.1001,7,2000
50.0501,7,2000
51.1603,7,2000
51.1604,7,2000
51.1609,7,2000
51.1699,7,2000
52.0201,7,2000
52.1001,7,2000
52.1601,7,2000
99.0,7,2000
51.1603,8,2000
51.1604,8,2000
99.0,8,2000
40.0501,9,2000
99.0,9,2000
22.0101,10,2000
99.0,10,2000
51.1601,4,2000
99.0,4,2000
51.0907,4,2000
99.0,4,2000
16.0501,5,2000
16.0901,5,2000
16.0905,5,2000
23.0101,5,2000
26.0101,5,2000
27.0101,5,2000
38.0101,5,2000
40.0501,5,2000
40.0801,5,2000
42.0101,5,2000
45.0601,5,2000
45.0801,5,2000
45.1001,5,2000
45.1101,5,2000
50.0701,5,2000
52.0101,5,2000
52.0301,5,2000
99.0,5,2000
24.0102,3,2000
52.0299,3,2000
99.0,3,2000
9.0101,5,2000
9.0201,5,2000
11.0101,5,2000
13.1202,5,2000
23.0101,5,2000
26.0101,5,2000
27.0101,5,2000
31.0503,5,2000
40.0501,5,2000
42.0101,5,2000
44.0401,5,2000
45.0101,5,2000
45.0801,5,2000
50.0704,5,2000
50.9999,5,2000
51.1601,5,2000
52.0201,5,2000
52.0301,5,2000
52.0801,5,2000
52.1401,5,2000
99.0,5,2000
52.0201,7,2000
99.0,7,2000
48.0508,1,2000
99.0,1,2000
48.0508,2,2000
99.0,2,2000
48.0508,1,2000
99.0,1,2000
48.0508,2,2000
99.0,2,2000
51.0908,3,2000
99.0,3,2000
5.0102,5,2000
5.0207,5,2000
8.0708,5,2000
9.0101,5,2000
11.0101,5,2000
13.1001,5,2000
13.1012,5,2000
13.1202,5,2000
13.1204,5,2000
13.1307,5,2000
13.1312,5,2000
13.1318,5,2000
16.0402,5,2000
16.0501,5,2000
16.0901,5,2000
16.0905,5,2000
16.1203,5,2000
23.0101,5,2000
23.0301,5,2000
23.1001,5,2000
24.0101,5,2000
26.0101,5,2000
26.0612,5,2000
27.0101,5,2000
31.0501,5,2000
31.0503,5,2000
38.0101,5,2000
38.0201,5,2000
40.0501,5,2000
40.0602,5,2000
40.0703,5,2000
40.0801,5,2000
40.081,5,2000
42.0101,5,2000
43.0104,5,2000
44.0701,5,2000
45.0201,5,2000
45.0701,5,2000
45.0801,5,2000
45.1001,5,2000
45.1101,5,2000
50.0501,5,2000
50.0701,5,2000
50.0702,5,2000
50.0903,5,2000
51.0204,5,2000
51.0602,5,2000
51.0701,5,2000
51.1102,5,2000
51.1302,5,2000
51.1601,5,2000
51.2003,5,2000
51.2201,5,2000
52.0101,5,2000
52.0201,5,2000
52.0301,5,2000
52.0601,5,2000
52.0801,5,2000
99.0,5,2000
5.0205,7,2000
11.0101,7,2000
13.0501,7,2000
13.0603,7,2000
13.1001,7,2000
13.1101,7,2000
13.1202,7,2000
13.1205,7,2000
13.1307,7,2000
13.1312,7,2000
13.1315,7,2000
13.1401,7,2000
16.0501,7,2000
16.0901,7,2000
16.0905,7,2000
16.1203,7,2000
23.0101,7,2000
23.1001,7,2000
26.0101,7,2000
27.0101,7,2000
30.0601,7,2000
31.0501,7,2000
38.0101,7,2000
40.0101,7,2000
40.0501,7,2000
42.0101,7,2000
43.0104,7,2000
44.0701,7,2000
45.0701,7,2000
45.0801,7,2000
45.1001,7,2000
50.0402,7,2000
50.0902,7,2000
50.0903,7,2000
51.0204,7,2000
51.0701,7,2000
51.1302,7,2000
51.1601,7,2000
52.0201,7,2000
99.0,7,2000
51.1601,4,2000
99.0,4,2000
52.0401,1,2000
99.0,1,2000
22.0103,2,2000
51.0601,2,2000
51.0707,2,2000
51.0801,2,2000
51.091,2,2000
52.0404,2,2000
99.0,2,2000
12.9999,3,2000
20.0202,3,2000
22.0103,3,2000
51.0801,3,2000
51.0805,3,2000
51.0899,3,2000
51.0907,3,2000
51.0908,3,2000
51.091,3,2000
51.1099,3,2000
51.1801,3,2000
99.0,3,2000
3.0102,5,2000
9.0403,5,2000
9.0501,5,2000
11.0401,5,2000
11.0701,5,2000
13.1202,5,2000
13.1312,5,2000
16.0501,5,2000
16.0901,5,2000
16.0905,5,2000
23.0101,5,2000
26.0101,5,2000
26.0402,5,2000
26.0608,5,2000
27.0101,5,2000
30.9999,5,2000
38.0101,5,2000
38.0201,5,2000
39.0401,5,2000
39.0501,5,2000
40.0501,5,2000
40.0801,5,2000
42.0101,5,2000
45.0601,5,2000
45.0801,5,2000
45.0901,5,2000
45.1001,5,2000
45.1101,5,2000
50.0501,5,2000
50.0701,5,2000
50.0901,5,2000
50.0903,5,2000
50.0904,5,2000
52.0201,5,2000
52.0301,5,2000
52.1003,5,2000
52.1101,5,2000
99.0,5,2000
13.0401,7,2000
13.0404,7,2000
13.1101,7,2000
13.1202,7,2000
13.1315,7,2000
45.0801,7,2000
99.0,7,2000
39.0201,6,2000
99.0,6,2000
39.0301,7,2000
99.0,7,2000
38.9999,9,2000
39.0699,9,2000
99.0,9,2000
39.0602,10,2000
99.0,10,2000
11.0401,1,2000
12.0501,1,2000
12.0503,1,2000
15.0699,1,2000
20.0202,1,2000
43.0201,1,2000
47.0201,1,2000
48.0503,1,2000
50.0402,1,2000
51.0703,1,2000
52.0201,1,2000
52.0302,1,2000
52.0407,1,2000
52.0999,1,2000
99.0,1,2000
11.0701,2,2000
11.9999,2,2000
20.0202,2,2000
22.0103,2,2000
51.0601,2,2000
51.0703,2,2000
51.0801,2,2000
51.0909,2,2000
51.1613,2,2000
52.0401,2,2000
52.0499,2,2000
99.0,2,2000
1.0601,3,2000
1.0604,3,2000
1.0607,3,2000
8.0102,3,2000
8.0705,3,2000
10.0103,3,2000
10.0199,3,2000
11.0201,3,2000
11.0401,3,2000
99.0,5,2000
5.0201,7,2000
9.0401,7,2000
9.0701,7,2000
11.0201,7,2000
11.0401,7,2000
11.0701,7,2000
13.0401,7,2000
13.0802,7,2000
13.1001,7,2000
13.1201,7,2000
13.1202,7,2000
13.1302,7,2000
13.1305,7,2000
13.1306,7,2000
13.1311,7,2000
13.1314,7,2000
13.1316,7,2000
13.1319,7,2000
13.132,7,2000
13.1399,7,2000
13.1401,7,2000
14.0801,7,2000
14.1001,7,2000
14.1401,7,2000
14.1901,7,2000
16.0905,7,2000
22.0104,7,2000
22.0199,7,2000
23.0101,7,2000
23.0501,7,2000
24.0101,7,2000
26.0101,7,2000
27.0101,7,2000
27.0302,7,2000
31.0101,7,2000
38.0101,7,2000
38.0201,7,2000
40.0501,7,2000
40.0601,7,2000
40.0801,7,2000
42.0201,7,2000
42.0301,7,2000
42.0601,7,2000
42.0801,7,2000
42.1601,7,2000
42.1701,7,2000
43.0104,7,2000
44.0701,7,2000
45.0201,7,2000
45.0601,7,2000
45.0701,7,2000
45.0801,7,2000
45.1001,7,2000
45.1101,7,2000
45.1201,7,2000
50.0301,7,2000
50.0402,7,2000
50.0501,7,2000
50.0601,7,2000
50.0605,7,2000
50.0703,7,2000
50.0708,7,2000
50.0709,7,2000
50.071,7,2000
50.0711,7,2000
50.0712,7,2000
50.0713,7,2000
50.0902,7,2000
50.0903,7,2000
50.0904,7,2000
50.0906,7,2000
50.0907,7,2000
50.0908,7,2000
51.0204,7,2000
51.0702,7,2000
51.1313,7,2000
51.1601,7,2000
51.2003,7,2000
51.2201,7,2000
51.2305,7,2000
51.2306,7,2000
51.2308,7,2000
51.2309,7,2000
51.9999,7,2000
52.0101,7,2000
52.0201,7,2000
52.0301,7,2000
52.0801,7,2000
52.0802,7,2000
52.0805,7,2000
52.1002,7,2000
52.1101,7,2000
52.1302,7,2000
52.1401,7,2000
52.1601,7,2000
99.0,7,2000
5.0201,9,2000
9.0101,9,2000
11.0201,9,2000
13.0301,9,2000
13.0401,9,2000
13.0501,9,2000
13.0802,9,2000
13.1001,9,2000
13.1201,9,2000
13.1202,9,2000
13.1299,9,2000
13.1307,9,2000
13.1311,9,2000
13.1312,9,2000
13.1314,9,2000
13.1316,9,2000
13.1399,9,2000
14.1001,9,2000
16.0905,9,2000
23.0101,9,2000
23.1001,9,2000
26.0101,9,2000
27.0101,9,2000
31.0101,9,2000
38.0101,9,2000
38.0201,9,2000
40.0501,9,2000
40.0801,9,2000
42.0201,9,2000
42.0301,9,2000
42.0601,9,2000
42.0701,9,2000
42.0801,9,2000
42.1601,9,2000
42.1701,9,2000
43.0104,9,2000
45.0201,9,2000
45.0601,9,2000
45.0801,9,2000
45.1001,9,2000
45.1101,9,2000
45.1201,9,2000
50.0301,9,2000
50.0703,9,2000
50.0908,9,2000
51.0204,9,2000
51.0702,9,2000
51.1302,9,2000
51.1308,9,2000
51.1309,9,2000
51.1313,9,2000
51.2003,9,2000
51.2207,9,2000
51.9999,9,2000
52.0301,9,2000
52.0801,9,2000
52.1002,9,2000
52.1101,9,2000
52.1302,9,2000
99.0,9,2000
22.0101,10,2000
51.0401,10,2000
51.1201,10,2000
51.2001,10,2000
51.2101,10,2000
99.0,10,2000
39.0699,1,2000
99.0,1,2000
39.0602,10,2000
99.0,10,2000
11.0401,3,2000
24.0101,3,2000
52.0301,3,2000
99.0,3,2000
3.0102,5,2000
3.9999,5,2000
9.0101,5,2000
9.9999,5,2000
11.0101,5,2000
11.0401,5,2000
16.0905,5,2000
23.0101,5,2000
26.0101,5,2000
27.0101,5,2000
38.0101,5,2000
38.0201,5,2000
39.0401,5,2000
40.0501,5,2000
40.0601,5,2000
40.0801,5,2000
42.0101,5,2000
45.0801,5,2000
45.1001,5,2000
45.1101,5,2000
50.0701,5,2000
51.0204,5,2000
51.1005,5,2000
51.1601,5,2000
52.0201,5,2000
52.0301,5,2000
52.0802,5,2000
52.1101,5,2000
99.0,5,2000
24.0101,3,2000
99.0,3,2000
26.0616,5,2000
51.091,5,2000
51.0999,5,2000
51.1002,5,2000
51.1005,5,2000
51.1099,5,2000
51.1601,5,2000
51.2306,5,2000
51.2308,5,2000
51.9999,5,2000
99.0,5,2000
26.0616,6,2000
51.0999,6,2000
51.1002,6,2000
51.1005,6,2000
51.1099,6,2000
99.0,6,2000
26.0202,7,2000
26.0501,7,2000
26.0613,7,2000
26.0699,7,2000
26.0705,7,2000
51.1699,7,2000
51.2306,7,2000
51.2308,7,2000
99.0,7,2000
51.1699,8,2000
99.0,8,2000
26.0202,9,2000
26.0501,9,2000
26.0613,9,2000
26.0699,9,2000
26.0704,9,2000
26.0705,9,2000
26.0706,9,2000
99.0,9,2000
51.1201,10,2000
99.0,10,2000
11.9999,1,2000
52.0404,1,2000
52.0405,1,2000
99.0,1,2000
11.0201,2,2000
52.0402,2,2000
52.0404,2,2000
99.0,2,2000
11.0201,3,2000
11.0401,3,2000
11.9999,3,2000
22.0103,3,2000
51.0708,3,2000
52.0301,3,2000
52.0402,3,2000
52.0403,3,2000
52.0404,3,2000
52.0405,3,2000
52.1201,3,2000
52.1401,3,2000
99.0,3,2000
46.0302,3,2000
48.0102,3,2000
48.0105,3,2000
99.0,3,2000
47.0201,2,2000
99.0,2,2000
46.0201,3,2000
46.0302,3,2000
47.0201,3,2000
48.0102,3,2000
48.0105,3,2000
99.0,3,2000
47.0201,2,2000
99.0,2,2000
47.0201,3,2000
48.0102,3,2000
48.0105,3,2000
99.0,3,2000
15.0101,3,2000
15.0805,3,2000
46.0201,3,2000
46.0302,3,2000
48.0508,3,2000
99.0,3,2000
39.9999,1,2000
99.0,1,2000
39.0301,7,2000
39.9999,7,2000
99.0,7,2000
39.0602,10,2000
99.0,10,2000
52.0201,3,2000
99.0,3,2000
5.0104,5,2000
9.0101,5,2000
11.0701,5,2000
16.0905,5,2000
23.0101,5,2000
26.0101,5,2000
27.0101,5,2000
31.0501,5,2000
38.9999,5,2000
40.0501,5,2000
40.0801,5,2000
42.0101,5,2000
45.0601,5,2000
45.0801,5,2000
45.0901,5,2000
45.1001,5,2000
45.9999,5,2000
52.0201,5,2000
99.0,5,2000
13.1204,3,2000
39.0201,3,2000
99.0,3,2000
39.0301,5,2000
39.0401,5,2000
39.9999,5,2000
99.0,5,2000
14.0101,3,2000
24.0101,3,2000
24.0102,3,2000
40.0101,3,2000
45.0401,3,2000
52.0299,3,2000
99.0,3,2000
12.0401,1,2000
12.0403,1,2000
12.0404,1,2000
12.0406,1,2000
99.0,1,2000
12.0403,2,2000
99.0,2,2000
24.0101,3,2000
99.0,3,2000
9.0101,5,2000
11.0101,5,2000
13.1205,5,2000
14.0701,5,2000
14.0801,5,2000
14.0901,5,2000
14.1001,5,2000
14.1901,5,2000
11.0401,5,2000
13.1001,5,2000
13.1202,5,2000
13.1307,5,2000
13.1312,5,2000
13.1314,5,2000
13.1316,5,2000
13.1399,5,2000
15.0701,5,2000
16.0901,5,2000
16.0905,5,2000
23.0101,5,2000
26.0101,5,2000
27.0101,5,2000
30.1501,5,2000
31.0301,5,2000
31.0501,5,2000
38.0101,5,2000
40.0501,5,2000
40.0601,5,2000
40.0703,5,2000
40.0801,5,2000
42.0101,5,2000
44.0401,5,2000
44.0701,5,2000
45.0201,5,2000
45.0601,5,2000
45.0701,5,2000
45.0801,5,2000
45.1001,5,2000
45.1101,5,2000
